category,category_rank,example_id,horizon,entity,slot_index,faction,feature_index,feature,actual,predicted,abs_error,start_value,target_change_from_start,predicted_change_from_start
late_rollout_drift,2,ep00199_t0093_item004817,1,A1,1,ally,10,dynamic_10,0.0,0.0001531839370727539,0.0001531839370727539,0.0,0.0,0.0001531839370727539
late_rollout_drift,2,ep00199_t0093_item004817,1,A1,1,ally,11,dynamic_11,0.0,-0.01303863525390625,0.01303863525390625,0.0,0.0,-0.01303863525390625
late_rollout_drift,2,ep00199_t0093_item004817,1,A1,1,ally,12,dynamic_12,0.0,-0.0156097412109375,0.0156097412109375,0.0,0.0,-0.0156097412109375
late_rollout_drift,2,ep00199_t0093_item004817,1,E0,9,enemy,0,hp,1.0,0.978515625,0.021484375,1.0,0.0,-0.021484375
late_rollout_drift,2,ep00199_t0093_item004817,1,E0,9,enemy,1,dx,-0.191281259059906,-0.264892578125,0.073611319065094,-0.191281259059906,0.0,-0.073611319065094
late_rollout_drift,2,ep00199_t0093_item004817,1,E0,9,enemy,2,dy,0.17021876573562622,0.1798095703125,0.00959080457687378,0.17021876573562622,0.0,0.00959080457687378
late_rollout_drift,2,ep00199_t0093_item004817,1,E0,9,enemy,3,dynamic_3,0.0,-0.029998779296875,0.029998779296875,0.0,0.0,-0.029998779296875
late_rollout_drift,2,ep00199_t0093_item004817,1,E0,9,enemy,4,dynamic_4,0.0,-0.0011701583862304688,0.0011701583862304688,0.0,0.0,-0.0011701583862304688
late_rollout_drift,2,ep00199_t0093_item004817,1,E0,9,enemy,5,dynamic_5,0.0,-0.01026153564453125,0.01026153564453125,0.0,0.0,-0.01026153564453125
late_rollout_drift,2,ep00199_t0093_item004817,1,E0,9,enemy,6,dynamic_6,0.0,-0.007686614990234375,0.007686614990234375,0.0,0.0,-0.007686614990234375
late_rollout_drift,2,ep00199_t0093_item004817,1,E0,9,enemy,7,dynamic_7,0.0,0.0083160400390625,0.0083160400390625,0.0,0.0,0.0083160400390625
late_rollout_drift,2,ep00199_t0093_item004817,1,E0,9,enemy,8,dynamic_8,1.0,1.0263671875,0.0263671875,1.0,0.0,0.0263671875
late_rollout_drift,2,ep00199_t0093_item004817,1,E0,9,enemy,9,dynamic_9,0.0,0.0006589889526367188,0.0006589889526367188,0.0,0.0,0.0006589889526367188
late_rollout_drift,2,ep00199_t0093_item004817,1,E0,9,enemy,10,dynamic_10,0.0,0.01546478271484375,0.01546478271484375,0.0,0.0,0.01546478271484375
late_rollout_drift,2,ep00199_t0093_item004817,1,E0,9,enemy,11,dynamic_11,0.0,-0.00946807861328125,0.00946807861328125,0.0,0.0,-0.00946807861328125
late_rollout_drift,2,ep00199_t0093_item004817,1,E3,12,enemy,0,hp,1.0,0.93310546875,0.06689453125,1.0,0.0,-0.06689453125
late_rollout_drift,2,ep00199_t0093_item004817,1,E3,12,enemy,1,dx,-0.35378125309944153,-0.3310546875,0.02272656559944153,-0.35378125309944153,0.0,0.02272656559944153
late_rollout_drift,2,ep00199_t0093_item004817,1,E3,12,enemy,2,dy,0.15850001573562622,0.1527099609375,0.005790054798126221,0.15850001573562622,0.0,-0.005790054798126221
late_rollout_drift,2,ep00199_t0093_item004817,1,E3,12,enemy,3,dynamic_3,0.0,-0.006221771240234375,0.006221771240234375,0.0,0.0,-0.006221771240234375
late_rollout_drift,2,ep00199_t0093_item004817,1,E3,12,enemy,4,dynamic_4,0.0,-0.0021762847900390625,0.0021762847900390625,0.0,0.0,-0.0021762847900390625
late_rollout_drift,2,ep00199_t0093_item004817,1,E3,12,enemy,5,dynamic_5,0.0,0.018829345703125,0.018829345703125,0.0,0.0,0.018829345703125
late_rollout_drift,2,ep00199_t0093_item004817,1,E3,12,enemy,6,dynamic_6,0.0,-0.012939453125,0.012939453125,0.0,0.0,-0.012939453125
late_rollout_drift,2,ep00199_t0093_item004817,1,E3,12,enemy,7,dynamic_7,0.0,0.005825042724609375,0.005825042724609375,0.0,0.0,0.005825042724609375
late_rollout_drift,2,ep00199_t0093_item004817,1,E3,12,enemy,8,dynamic_8,1.0,0.95068359375,0.04931640625,1.0,0.0,-0.04931640625
late_rollout_drift,2,ep00199_t0093_item004817,1,E3,12,enemy,9,dynamic_9,0.0,0.0009794235229492188,0.0009794235229492188,0.0,0.0,0.0009794235229492188
late_rollout_drift,2,ep00199_t0093_item004817,1,E3,12,enemy,10,dynamic_10,0.0,0.018096923828125,0.018096923828125,0.0,0.0,0.018096923828125
late_rollout_drift,2,ep00199_t0093_item004817,1,E3,12,enemy,11,dynamic_11,0.0,0.00592803955078125,0.00592803955078125,0.0,0.0,0.00592803955078125
late_rollout_drift,2,ep00199_t0093_item004817,5,A0,0,ally,0,hp,0.8080000281333923,0.72509765625,0.08290237188339233,0.8080000281333923,0.0,-0.08290237188339233
late_rollout_drift,2,ep00199_t0093_item004817,5,A0,0,ally,1,cooldown_or_energy,0.0,-0.0193939208984375,0.0193939208984375,0.0,0.0,-0.0193939208984375
late_rollout_drift,2,ep00199_t0093_item004817,5,A0,0,ally,2,dx,-0.37490642070770264,-0.37109375,0.0038126707077026367,-0.37490642070770264,0.0,0.0038126707077026367
late_rollout_drift,2,ep00199_t0093_item004817,5,A0,0,ally,3,dy,-0.1781700849533081,-0.2147216796875,0.036551594734191895,-0.18649828433990479,0.00832819938659668,-0.028223395347595215
late_rollout_drift,2,ep00199_t0093_item004817,5,A0,0,ally,4,shield,0.0,-0.0699462890625,0.0699462890625,0.0,0.0,-0.0699462890625
late_rollout_drift,2,ep00199_t0093_item004817,5,A0,0,ally,5,dynamic_5,0.0,-0.002712249755859375,0.002712249755859375,0.0,0.0,-0.002712249755859375
late_rollout_drift,2,ep00199_t0093_item004817,5,A0,0,ally,6,dynamic_6,1.0,0.97900390625,0.02099609375,1.0,0.0,-0.02099609375
late_rollout_drift,2,ep00199_t0093_item004817,5,A0,0,ally,7,dynamic_7,0.0,0.034423828125,0.034423828125,0.0,0.0,0.034423828125
late_rollout_drift,2,ep00199_t0093_item004817,5,A0,0,ally,8,dynamic_8,0.0,0.003513336181640625,0.003513336181640625,0.0,0.0,0.003513336181640625
late_rollout_drift,2,ep00199_t0093_item004817,5,A0,0,ally,9,dynamic_9,0.0,0.00016105175018310547,0.00016105175018310547,0.0,0.0,0.00016105175018310547
late_rollout_drift,2,ep00199_t0093_item004817,5,A0,0,ally,10,dynamic_10,0.0,-0.0294342041015625,0.0294342041015625,0.0,0.0,-0.0294342041015625
late_rollout_drift,2,ep00199_t0093_item004817,5,A0,0,ally,11,dynamic_11,0.0,-0.0166473388671875,0.0166473388671875,0.0,0.0,-0.0166473388671875
late_rollout_drift,2,ep00199_t0093_item004817,5,A0,0,ally,12,dynamic_12,0.0,0.00624847412109375,0.00624847412109375,0.0,0.0,0.00624847412109375
late_rollout_drift,2,ep00199_t0093_item004817,5,A1,1,ally,0,hp,0.5360000133514404,0.82763671875,0.29163670539855957,1.0,-0.46399998664855957,-0.17236328125
late_rollout_drift,2,ep00199_t0093_item004817,5,A1,1,ally,1,cooldown_or_energy,0.0,-0.04931640625,0.04931640625,0.0,0.0,-0.04931640625
late_rollout_drift,2,ep00199_t0093_item004817,5,A1,1,ally,2,dx,-0.28598886728286743,-0.27001953125,0.01596933603286743,-0.39716416597366333,0.1111752986907959,0.12714463472366333
late_rollout_drift,2,ep00199_t0093_item004817,5,A1,1,ally,3,dy,-0.05418995022773743,-0.1427001953125,0.08851024508476257,-0.17562633752822876,0.12143638730049133,0.03292614221572876
late_rollout_drift,2,ep00199_t0093_item004817,5,A1,1,ally,4,shield,0.0,-0.03521728515625,0.03521728515625,0.0,0.0,-0.03521728515625
late_rollout_drift,2,ep00199_t0093_item004817,5,A1,1,ally,5,dynamic_5,0.0,-0.00039649009704589844,0.00039649009704589844,0.0,0.0,-0.00039649009704589844
late_rollout_drift,2,ep00199_t0093_item004817,5,A1,1,ally,6,dynamic_6,1.0,0.97607421875,0.02392578125,1.0,0.0,-0.02392578125
late_rollout_drift,2,ep00199_t0093_item004817,5,A1,1,ally,7,dynamic_7,0.0,0.045745849609375,0.045745849609375,0.0,0.0,0.045745849609375
late_rollout_drift,2,ep00199_t0093_item004817,5,A1,1,ally,8,dynamic_8,0.0,-0.031646728515625,0.031646728515625,0.0,0.0,-0.031646728515625
late_rollout_drift,2,ep00199_t0093_item004817,5,A1,1,ally,9,dynamic_9,0.0,0.001007080078125,0.001007080078125,0.0,0.0,0.001007080078125
late_rollout_drift,2,ep00199_t0093_item004817,5,A1,1,ally,10,dynamic_10,0.0,-0.0011415481567382812,0.0011415481567382812,0.0,0.0,-0.0011415481567382812
late_rollout_drift,2,ep00199_t0093_item004817,5,A1,1,ally,11,dynamic_11,0.0,0.024139404296875,0.024139404296875,0.0,0.0,0.024139404296875
late_rollout_drift,2,ep00199_t0093_item004817,5,A1,1,ally,12,dynamic_12,0.0,-0.0012407302856445312,0.0012407302856445312,0.0,0.0,-0.0012407302856445312
late_rollout_drift,2,ep00199_t0093_item004817,5,E0,9,enemy,0,hp,1.0,0.98193359375,0.01806640625,1.0,0.0,-0.01806640625
late_rollout_drift,2,ep00199_t0093_item004817,5,E0,9,enemy,1,dx,-0.191281259059906,-0.2509765625,0.059695303440093994,-0.191281259059906,0.0,-0.059695303440093994
late_rollout_drift,2,ep00199_t0093_item004817,5,E0,9,enemy,2,dy,0.17021876573562622,0.1798095703125,0.00959080457687378,0.17021876573562622,0.0,0.00959080457687378
late_rollout_drift,2,ep00199_t0093_item004817,5,E0,9,enemy,3,dynamic_3,0.0,-0.0299835205078125,0.0299835205078125,0.0,0.0,-0.0299835205078125
late_rollout_drift,2,ep00199_t0093_item004817,5,E0,9,enemy,4,dynamic_4,0.0,-0.00133514404296875,0.00133514404296875,0.0,0.0,-0.00133514404296875
late_rollout_drift,2,ep00199_t0093_item004817,5,E0,9,enemy,5,dynamic_5,0.0,-0.01406097412109375,0.01406097412109375,0.0,0.0,-0.01406097412109375
late_rollout_drift,2,ep00199_t0093_item004817,5,E0,9,enemy,6,dynamic_6,0.0,-0.00801849365234375,0.00801849365234375,0.0,0.0,-0.00801849365234375
late_rollout_drift,2,ep00199_t0093_item004817,5,E0,9,enemy,7,dynamic_7,0.0,0.007297515869140625,0.007297515869140625,0.0,0.0,0.007297515869140625
late_rollout_drift,2,ep00199_t0093_item004817,5,E0,9,enemy,8,dynamic_8,1.0,1.01953125,0.01953125,1.0,0.0,0.01953125
late_rollout_drift,2,ep00199_t0093_item004817,5,E0,9,enemy,9,dynamic_9,0.0,0.0007100105285644531,0.0007100105285644531,0.0,0.0,0.0007100105285644531
late_rollout_drift,2,ep00199_t0093_item004817,5,E0,9,enemy,10,dynamic_10,0.0,0.01015472412109375,0.01015472412109375,0.0,0.0,0.01015472412109375
late_rollout_drift,2,ep00199_t0093_item004817,5,E0,9,enemy,11,dynamic_11,0.0,0.0011043548583984375,0.0011043548583984375,0.0,0.0,0.0011043548583984375
late_rollout_drift,2,ep00199_t0093_item004817,5,E3,12,enemy,0,hp,1.0,0.9404296875,0.0595703125,1.0,0.0,-0.0595703125
late_rollout_drift,2,ep00199_t0093_item004817,5,E3,12,enemy,1,dx,-0.35378125309944153,-0.261962890625,0.09181836247444153,-0.35378125309944153,0.0,0.09181836247444153
late_rollout_drift,2,ep00199_t0093_item004817,5,E3,12,enemy,2,dy,0.15850001573562622,0.1400146484375,0.01848536729812622,0.15850001573562622,0.0,-0.01848536729812622
late_rollout_drift,2,ep00199_t0093_item004817,5,E3,12,enemy,3,dynamic_3,0.0,-0.02166748046875,0.02166748046875,0.0,0.0,-0.02166748046875
late_rollout_drift,2,ep00199_t0093_item004817,5,E3,12,enemy,4,dynamic_4,0.0,-0.01258087158203125,0.01258087158203125,0.0,0.0,-0.01258087158203125
late_rollout_drift,2,ep00199_t0093_item004817,5,E3,12,enemy,5,dynamic_5,0.0,0.004070281982421875,0.004070281982421875,0.0,0.0,0.004070281982421875
late_rollout_drift,2,ep00199_t0093_item004817,5,E3,12,enemy,6,dynamic_6,0.0,-0.00690460205078125,0.00690460205078125,0.0,0.0,-0.00690460205078125
late_rollout_drift,2,ep00199_t0093_item004817,5,E3,12,enemy,7,dynamic_7,0.0,0.007144927978515625,0.007144927978515625,0.0,0.0,0.007144927978515625
late_rollout_drift,2,ep00199_t0093_item004817,5,E3,12,enemy,8,dynamic_8,1.0,0.95263671875,0.04736328125,1.0,0.0,-0.04736328125
late_rollout_drift,2,ep00199_t0093_item004817,5,E3,12,enemy,9,dynamic_9,0.0,0.0008597373962402344,0.0008597373962402344,0.0,0.0,0.0008597373962402344
late_rollout_drift,2,ep00199_t0093_item004817,5,E3,12,enemy,10,dynamic_10,0.0,0.005184173583984375,0.005184173583984375,0.0,0.0,0.005184173583984375
late_rollout_drift,2,ep00199_t0093_item004817,5,E3,12,enemy,11,dynamic_11,0.0,0.0256805419921875,0.0256805419921875,0.0,0.0,0.0256805419921875
late_rollout_drift,2,ep00199_t0093_item004817,15,A0,0,ally,0,hp,0.8080000281333923,0.6025390625,0.20546096563339233,0.8080000281333923,0.0,-0.20546096563339233
late_rollout_drift,2,ep00199_t0093_item004817,15,A0,0,ally,1,cooldown_or_energy,0.0,0.005199432373046875,0.005199432373046875,0.0,0.0,0.005199432373046875
late_rollout_drift,2,ep00199_t0093_item004817,15,A0,0,ally,2,dx,-0.3256876468658447,-0.375244140625,0.04955649375915527,-0.37490642070770264,0.04921877384185791,-0.0003377199172973633
late_rollout_drift,2,ep00199_t0093_item004817,15,A0,0,ally,3,dy,-0.14582723379135132,-0.1612548828125,0.015427649021148682,-0.18649828433990479,0.04067105054855347,0.025243401527404785
late_rollout_drift,2,ep00199_t0093_item004817,15,A0,0,ally,4,shield,0.0,-0.07183837890625,0.07183837890625,0.0,0.0,-0.07183837890625
late_rollout_drift,2,ep00199_t0093_item004817,15,A0,0,ally,5,dynamic_5,0.0,-0.0022449493408203125,0.0022449493408203125,0.0,0.0,-0.0022449493408203125
late_rollout_drift,2,ep00199_t0093_item004817,15,A0,0,ally,6,dynamic_6,1.0,0.95458984375,0.04541015625,1.0,0.0,-0.04541015625
late_rollout_drift,2,ep00199_t0093_item004817,15,A0,0,ally,7,dynamic_7,0.0,0.053314208984375,0.053314208984375,0.0,0.0,0.053314208984375
late_rollout_drift,2,ep00199_t0093_item004817,15,A0,0,ally,8,dynamic_8,0.0,0.007808685302734375,0.007808685302734375,0.0,0.0,0.007808685302734375
late_rollout_drift,2,ep00199_t0093_item004817,15,A0,0,ally,9,dynamic_9,0.0,-5.125999450683594e-05,5.125999450683594e-05,0.0,0.0,-5.125999450683594e-05
late_rollout_drift,2,ep00199_t0093_item004817,15,A0,0,ally,10,dynamic_10,0.0,-0.016510009765625,0.016510009765625,0.0,0.0,-0.016510009765625
late_rollout_drift,2,ep00199_t0093_item004817,15,A0,0,ally,11,dynamic_11,0.0,-0.032135009765625,0.032135009765625,0.0,0.0,-0.032135009765625
late_rollout_drift,2,ep00199_t0093_item004817,15,A0,0,ally,12,dynamic_12,0.0,-0.004833221435546875,0.004833221435546875,0.0,0.0,-0.004833221435546875
late_rollout_drift,2,ep00199_t0093_item004817,15,A1,1,ally,0,hp,0.07199999690055847,0.7705078125,0.6985078155994415,1.0,-0.9280000030994415,-0.2294921875
late_rollout_drift,2,ep00199_t0093_item004817,15,A1,1,ally,1,cooldown_or_energy,0.0,-0.0693359375,0.0693359375,0.0,0.0,-0.0693359375
late_rollout_drift,2,ep00199_t0093_item004817,15,A1,1,ally,2,dx,-0.43364518880844116,-0.32080078125,0.11284440755844116,-0.39716416597366333,-0.03648102283477783,0.07636338472366333
late_rollout_drift,2,ep00199_t0093_item004817,15,A1,1,ally,3,dy,-0.004971295595169067,-0.1392822265625,0.13431093096733093,-0.17562633752822876,0.1706550419330597,0.03634411096572876
late_rollout_drift,2,ep00199_t0093_item004817,15,A1,1,ally,4,shield,0.0,-0.04901123046875,0.04901123046875,0.0,0.0,-0.04901123046875
late_rollout_drift,2,ep00199_t0093_item004817,15,A1,1,ally,5,dynamic_5,0.0,-0.0029582977294921875,0.0029582977294921875,0.0,0.0,-0.0029582977294921875
late_rollout_drift,2,ep00199_t0093_item004817,15,A1,1,ally,6,dynamic_6,1.0,0.95263671875,0.04736328125,1.0,0.0,-0.04736328125
late_rollout_drift,2,ep00199_t0093_item004817,15,A1,1,ally,7,dynamic_7,0.0,0.090576171875,0.090576171875,0.0,0.0,0.090576171875
late_rollout_drift,2,ep00199_t0093_item004817,15,A1,1,ally,8,dynamic_8,0.0,-0.02703857421875,0.02703857421875,0.0,0.0,-0.02703857421875
late_rollout_drift,2,ep00199_t0093_item004817,15,A1,1,ally,9,dynamic_9,0.0,0.0007014274597167969,0.0007014274597167969,0.0,0.0,0.0007014274597167969
late_rollout_drift,2,ep00199_t0093_item004817,15,A1,1,ally,10,dynamic_10,0.0,-0.01340484619140625,0.01340484619140625,0.0,0.0,-0.01340484619140625
late_rollout_drift,2,ep00199_t0093_item004817,15,A1,1,ally,11,dynamic_11,0.0,0.0187225341796875,0.0187225341796875,0.0,0.0,0.0187225341796875
late_rollout_drift,2,ep00199_t0093_item004817,15,A1,1,ally,12,dynamic_12,0.0,-0.01397705078125,0.01397705078125,0.0,0.0,-0.01397705078125
late_rollout_drift,2,ep00199_t0093_item004817,15,E0,9,enemy,0,hp,1.0,0.9814453125,0.0185546875,1.0,0.0,-0.0185546875
late_rollout_drift,2,ep00199_t0093_item004817,15,E0,9,enemy,1,dx,-0.191281259059906,-0.249267578125,0.057986319065093994,-0.191281259059906,0.0,-0.057986319065093994
late_rollout_drift,2,ep00199_t0093_item004817,15,E0,9,enemy,2,dy,0.17021876573562622,0.1796875,0.00946873426437378,0.17021876573562622,0.0,0.00946873426437378
late_rollout_drift,2,ep00199_t0093_item004817,15,E0,9,enemy,3,dynamic_3,0.0,-0.027557373046875,0.027557373046875,0.0,0.0,-0.027557373046875
late_rollout_drift,2,ep00199_t0093_item004817,15,E0,9,enemy,4,dynamic_4,0.0,-0.0010347366333007812,0.0010347366333007812,0.0,0.0,-0.0010347366333007812
late_rollout_drift,2,ep00199_t0093_item004817,15,E0,9,enemy,5,dynamic_5,0.0,-0.016693115234375,0.016693115234375,0.0,0.0,-0.016693115234375
late_rollout_drift,2,ep00199_t0093_item004817,15,E0,9,enemy,6,dynamic_6,0.0,-0.007568359375,0.007568359375,0.0,0.0,-0.007568359375
late_rollout_drift,2,ep00199_t0093_item004817,15,E0,9,enemy,7,dynamic_7,0.0,0.00872802734375,0.00872802734375,0.0,0.0,0.00872802734375
late_rollout_drift,2,ep00199_t0093_item004817,15,E0,9,enemy,8,dynamic_8,1.0,1.015625,0.015625,1.0,0.0,0.015625
late_rollout_drift,2,ep00199_t0093_item004817,15,E0,9,enemy,9,dynamic_9,0.0,0.0007166862487792969,0.0007166862487792969,0.0,0.0,0.0007166862487792969
late_rollout_drift,2,ep00199_t0093_item004817,15,E0,9,enemy,10,dynamic_10,0.0,0.009552001953125,0.009552001953125,0.0,0.0,0.009552001953125
late_rollout_drift,2,ep00199_t0093_item004817,15,E0,9,enemy,11,dynamic_11,0.0,0.0033512115478515625,0.0033512115478515625,0.0,0.0,0.0033512115478515625
late_rollout_drift,2,ep00199_t0093_item004817,15,E3,12,enemy,0,hp,1.0,0.923828125,0.076171875,1.0,0.0,-0.076171875
late_rollout_drift,2,ep00199_t0093_item004817,15,E3,12,enemy,1,dx,-0.35378125309944153,-0.262939453125,0.09084179997444153,-0.35378125309944153,0.0,0.09084179997444153
late_rollout_drift,2,ep00199_t0093_item004817,15,E3,12,enemy,2,dy,0.15850001573562622,0.140869140625,0.01763087511062622,0.15850001573562622,0.0,-0.01763087511062622
late_rollout_drift,2,ep00199_t0093_item004817,15,E3,12,enemy,3,dynamic_3,0.0,-0.0163421630859375,0.0163421630859375,0.0,0.0,-0.0163421630859375
late_rollout_drift,2,ep00199_t0093_item004817,15,E3,12,enemy,4,dynamic_4,0.0,-0.01009368896484375,0.01009368896484375,0.0,0.0,-0.01009368896484375
late_rollout_drift,2,ep00199_t0093_item004817,15,E3,12,enemy,5,dynamic_5,0.0,0.0005822181701660156,0.0005822181701660156,0.0,0.0,0.0005822181701660156
late_rollout_drift,2,ep00199_t0093_item004817,15,E3,12,enemy,6,dynamic_6,0.0,-0.004032135009765625,0.004032135009765625,0.0,0.0,-0.004032135009765625
late_rollout_drift,2,ep00199_t0093_item004817,15,E3,12,enemy,7,dynamic_7,0.0,0.004222869873046875,0.004222869873046875,0.0,0.0,0.004222869873046875
late_rollout_drift,2,ep00199_t0093_item004817,15,E3,12,enemy,8,dynamic_8,1.0,0.95166015625,0.04833984375,1.0,0.0,-0.04833984375
late_rollout_drift,2,ep00199_t0093_item004817,15,E3,12,enemy,9,dynamic_9,0.0,0.0008549690246582031,0.0008549690246582031,0.0,0.0,0.0008549690246582031
late_rollout_drift,2,ep00199_t0093_item004817,15,E3,12,enemy,10,dynamic_10,0.0,0.0036640167236328125,0.0036640167236328125,0.0,0.0,0.0036640167236328125
late_rollout_drift,2,ep00199_t0093_item004817,15,E3,12,enemy,11,dynamic_11,0.0,0.0269775390625,0.0269775390625,0.0,0.0,0.0269775390625
